Estado civil;Faixa etária;Grau de instrução;Município;Quantidade de eleitores
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CAJAZEIRINHAS;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CAMALAÚ;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CAMPINA GRANDE;45
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CASSERENGUE;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CATINGUEIRA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CATOLÉ DO ROCHA;6
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CATURITÉ;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CONCEIÇÃO;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CONDE;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CONGO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;COREMAS;8
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CRUZ DO ESPÍRITO SANTO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CUBATI;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CUITEGI;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CUITÉ;7
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CUITÉ DE MAMANGUAPE;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;CURRAL DE CIMA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;DAMIÃO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;DONA INÊS;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;DUAS ESTRADAS;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;ESPERANÇA;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;FAGUNDES;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;GADO BRAVO;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;GUARABIRA;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;GURINHÉM;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;IMACULADA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;ITABAIANA;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;ITAPORANGA;7
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;ITAPOROROCA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;JACARAÚ;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;JERICÓ;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;JOCA CLAUDINO;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;JOÃO PESSOA;43
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;JUAREZ TÁVORA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;JUAZEIRINHO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;JUNCO DO SERIDÓ;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;JURU;7
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;LAGOA;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;LAGOA DE DENTRO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;LAGOA SECA;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;LASTRO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;LOGRADOURO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MALTA;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MAMANGUAPE;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MANAÍRA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MARCAÇÃO;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MARI;5
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MASSARANDUBA;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MONTE HOREBE;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MONTEIRO;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MULUNGU;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;MÃE D'ÁGUA;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;NATUBA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;NAZAREZINHO;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;NOVA FLORESTA;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;NOVA OLINDA;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;NOVA PALMEIRA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;OLHO D'ÁGUA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;OLIVEDOS;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PARARI;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PATOS;24
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PAULISTA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PEDRA LAVRADA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PIANCÓ;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PICUÍ;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PILAR;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PILÕEZINHOS;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PIRPIRITUBA;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PITIMBU;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;POCINHOS;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;POMBAL;5
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;POÇO DE JOSÉ DE MOURA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PRATA;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;PRINCESA ISABEL;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;QUEIMADAS;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;REMÍGIO;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;RIACHO DOS CAVALOS;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;RIO TINTO;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SALGADO DE SÃO FÉLIX;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SANTA CRUZ;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SANTA HELENA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SANTA LUZIA;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SANTA RITA;9
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SANTA TERESINHA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SANTANA DOS GARROTES;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SANTO ANDRÉ;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SAPÉ;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SERRA BRANCA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SERRA REDONDA;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SOLEDADE;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SOLÂNEA;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SOSSÊGO;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SOUSA;8
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SUMÉ;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO BENTO;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO DOMINGOS;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO FRANCISCO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOSÉ DA LAGOA TAPADA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOSÉ DE CAIANA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOSÉ DE PIRANHAS;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOSÉ DO BONFIM;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOSÉ DO BREJO DO CRUZ;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOSÉ DO SABUGI;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOSÉ DOS CORDEIROS;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOSÉ DOS RAMOS;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOÃO DO CARIRI;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO JOÃO DO RIO DO PEIXE;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO MAMEDE;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO MIGUEL DE TAIPU;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO SEBASTIÃO DE LAGOA DE ROÇA;4
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;SÃO VICENTE DO SERIDÓ;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;TACIMA;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;TAVARES;2
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;TEIXEIRA;3
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;TRIUNFO;5
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;UIRAÚNA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;VÁRZEA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;LÊ E ESCREVE;ÁGUA BRANCA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;ARARUNA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;BAÍA DA TRAIÇÃO;2
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;CABEDELO;9
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;CACIMBAS;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;CAJAZEIRAS;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;CAMPINA GRANDE;20
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;CATINGUEIRA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;CONCEIÇÃO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;GUARABIRA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;INGÁ;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;ITAPORANGA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;JOÃO PESSOA;115
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;LAGOA SECA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;MAMANGUAPE;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;MONTEIRO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;PATOS;2
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;PRATA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;RIO TINTO;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;SANTA HELENA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;SERRA BRANCA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;SOLÂNEA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;SOUSA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR COMPLETO;SÃO SEBASTIÃO DE LAGOA DE ROÇA;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR INCOMPLETO;CABEDELO;2
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR INCOMPLETO;CAMPINA GRANDE;5
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR INCOMPLETO;CONDE;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR INCOMPLETO;JOÃO PESSOA;15
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR INCOMPLETO;MAMANGUAPE;1
SEPARADO JUDICIALMENTE;75 a 79 anos;SUPERIOR INCOMPLETO;OURO VELHO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;ALAGOA GRANDE;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;ALAGOA NOVA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;ALAGOINHA;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;ALGODÃO DE JANDAÍRA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;APARECIDA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;ARAÇAGI;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;AREIA;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;AROEIRAS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;BAYEUX;6
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;BELÉM;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;BERNARDINO BATISTA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;BOA VENTURA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;BOM JESUS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;BOM SUCESSO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;BONITO DE SANTA FÉ;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CACIMBA DE DENTRO;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CAJAZEIRAS;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CALDAS BRANDÃO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CAMALAÚ;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CAMPINA GRANDE;10
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CAPIM;4
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CATOLÉ DO ROCHA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CATURITÉ;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CONGO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;COREMAS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;COXIXOLA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CUITEGI;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CUITÉ;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;CUITÉ DE MAMANGUAPE;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;DAMIÃO;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;FAGUNDES;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;GADO BRAVO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;GUARABIRA;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;GURINHÉM;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;IGARACY;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;INGÁ;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;ITAPORANGA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;ITAPOROROCA;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;JOÃO PESSOA;8
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;JUAREZ TÁVORA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;JUAZEIRINHO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;JURU;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;LAGOA SECA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;LUCENA;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;MAMANGUAPE;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;MARI;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;MARIZÓPOLIS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;MATINHAS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;MOGEIRO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;PASSAGEM;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;PATOS;6
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;PEDRAS DE FOGO;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;PEDRO RÉGIS;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;PIANCÓ;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;PILÕEZINHOS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;POCINHOS;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;POMBAL;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;POÇO DE JOSÉ DE MOURA;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;PRATA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;PRINCESA ISABEL;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;QUEIMADAS;4
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;REMÍGIO;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;RIACHO DOS CAVALOS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SANTA CRUZ;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SANTA LUZIA;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SANTA RITA;5
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SAPÉ;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SERRA BRANCA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SERRA GRANDE;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SERRA REDONDA;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SOLEDADE;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SOLÂNEA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SOUSA;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SUMÉ;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SÃO BENTO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SÃO DOMINGOS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SÃO JOSÉ DE CAIANA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SÃO JOSÉ DE PRINCESA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SÃO JOSÉ DO SABUGI;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;SÃO MIGUEL DE TAIPU;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;TACIMA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;TAPEROÁ;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;TAVARES;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ANALFABETO;UIRAÚNA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;BONITO DE SANTA FÉ;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;BOQUEIRÃO;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;CAMPINA GRANDE;5
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;CONCEIÇÃO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;CONDE;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;FAGUNDES;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;GUARABIRA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;JOÃO PESSOA;7
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;JURU;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;PATOS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;PIRPIRITUBA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;SANTA RITA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;SERRA BRANCA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL COMPLETO;SOUSA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;AGUIAR;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;ALAGOA GRANDE;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;ALAGOA NOVA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;ALCANTIL;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;AREIA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;ASSUNÇÃO;3
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;BANANEIRAS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;BARRA DE SÃO MIGUEL;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;BAYEUX;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;CABEDELO;4
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;CACHOEIRA DOS ÍNDIOS;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;CAJAZEIRAS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;CAMPINA GRANDE;14
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;CATOLÉ DO ROCHA;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;CONCEIÇÃO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;CONDE;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;CUITÉ;2
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;DESTERRO;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;DONA INÊS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;FAGUNDES;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;GUARABIRA;6
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;ITAPORANGA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;JOÃO PESSOA;16
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;LAGOA SECA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;LUCENA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;MASSARANDUBA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;MATARACA;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;MONTADAS;1
SEPARADO JUDICIALMENTE;80 a 84 anos;ENSINO FUNDAMENTAL INCOMPLETO;MONTE HOREBE;1
