Estado civil;Faixa etária;Grau de instrução;Município;Quantidade de eleitores
CASADO;18 anos;ENSINO MÉDIO COMPLETO;GUARABIRA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;IGARACY;2
CASADO;18 anos;ENSINO MÉDIO COMPLETO;ITABAIANA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;ITAPORANGA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;JACARAÚ;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;JOÃO PESSOA;4
CASADO;18 anos;ENSINO MÉDIO COMPLETO;JURIPIRANGA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;LUCENA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;NOVA OLINDA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;PATOS;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;PAULISTA;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;PILAR;2
CASADO;18 anos;ENSINO MÉDIO COMPLETO;QUEIMADAS;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;REMÍGIO;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;RIACHÃO;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;SALGADO DE SÃO FÉLIX;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;SANTANA DOS GARROTES;2
CASADO;18 anos;ENSINO MÉDIO COMPLETO;SERRA GRANDE;1
CASADO;18 anos;ENSINO MÉDIO COMPLETO;SÃO JOSÉ DE PIRANHAS;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;AGUIAR;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;ALAGOA GRANDE;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;ALAGOA NOVA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;ALGODÃO DE JANDAÍRA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;ARARUNA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;ARAÇAGI;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;AROEIRAS;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;BANANEIRAS;3
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;BARRA DE SANTANA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;BAYEUX;3
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;BONITO DE SANTA FÉ;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CAAPORÃ;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CABEDELO;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CACHOEIRA DOS ÍNDIOS;3
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CACIMBA DE DENTRO;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CAJAZEIRAS;5
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CALDAS BRANDÃO;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CAMPINA GRANDE;7
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CARAÚBAS;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CARRAPATEIRA;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CONCEIÇÃO;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CONDE;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;COREMAS;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;CUITEGI;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;DUAS ESTRADAS;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;EMAS;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;ESPERANÇA;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;GUARABIRA;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;GURINHÉM;3
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;IBIARA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;IGARACY;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;JERICÓ;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;JOÃO PESSOA;6
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;JUAZEIRINHO;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;JURIPIRANGA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;LAGOA SECA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;LUCENA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;MALTA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;MAMANGUAPE;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;MANAÍRA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;MATINHAS;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;MONTE HOREBE;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;MULUNGU;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;NOVA FLORESTA;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;OLHO D'ÁGUA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PASSAGEM;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PATOS;4
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PEDRA BRANCA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PEDRAS DE FOGO;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PICUÍ;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PILAR;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PILÕES;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PITIMBU;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;POCINHOS;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;POMBAL;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PRATA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;PUXINANÃ;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;QUEIMADAS;3
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;REMÍGIO;3
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;RIACHO DOS CAVALOS;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;RIACHÃO;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;RIO TINTO;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SANTA HELENA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SANTA RITA;4
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SANTANA DE MANGUEIRA;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SAPÉ;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SERRA GRANDE;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SERTÃOZINHO;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SOBRADO;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SOSSÊGO;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SÃO BENTO;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SÃO JOSÉ DA LAGOA TAPADA;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SÃO JOSÉ DE PIRANHAS;4
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;SÃO JOSÉ DOS RAMOS;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;TACIMA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;TAVARES;2
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;UIRAÚNA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;UMBUZEIRO;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;VISTA SERRANA;1
CASADO;18 anos;ENSINO MÉDIO INCOMPLETO;VÁRZEA;2
CASADO;18 anos;LÊ E ESCREVE;JOÃO PESSOA;1
CASADO;18 anos;SUPERIOR INCOMPLETO;CRUZ DO ESPÍRITO SANTO;1
CASADO;18 anos;SUPERIOR INCOMPLETO;POMBAL;1
CASADO;18 anos;SUPERIOR INCOMPLETO;SOUSA;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;ALAGOINHA;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;ARARUNA;3
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;AREIA;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;BOM SUCESSO;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;BONITO DE SANTA FÉ;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;CAMPINA GRANDE;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;CATINGUEIRA;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;CONDE;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;COREMAS;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;CURRAL DE CIMA;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;INGÁ;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;JERICÓ;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;JOÃO PESSOA;3
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;JURU;2
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;NOVA OLINDA;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;PATOS;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;RIO TINTO;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;SANTANA DOS GARROTES;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;SAPÉ;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;SÃO FRANCISCO;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;SÃO JOSÉ DOS RAMOS;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;TAPEROÁ;1
CASADO;19 anos;ENSINO FUNDAMENTAL COMPLETO;TAVARES;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;ALAGOA GRANDE;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;ALAGOINHA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;AREIA DE BARAÚNAS;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;BANANEIRAS;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;BARRA DE SANTA ROSA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;BOQUEIRÃO;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;CACHOEIRA DOS ÍNDIOS;2
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;CACIMBA DE DENTRO;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;CACIMBAS;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;CAJAZEIRAS;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;CAMPINA GRANDE;6
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;CARRAPATEIRA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;CATURITÉ;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;CONGO;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;DAMIÃO;2
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;DIAMANTE;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;ESPERANÇA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;GUARABIRA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;JOÃO PESSOA;5
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;JUAZEIRINHO;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;MAMANGUAPE;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;MANAÍRA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;MONTE HOREBE;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;NOVA FLORESTA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;NOVA OLINDA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;OLHO D'ÁGUA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;PEDRA BRANCA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;PIANCÓ;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;PILÕES;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;PIRPIRITUBA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;POMBAL;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;RIACHO DE SANTO ANTÔNIO;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;RIACHO DOS CAVALOS;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;SALGADO DE SÃO FÉLIX;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;SANTA INÊS;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;SANTA RITA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;SANTANA DOS GARROTES;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO JOSÉ DA LAGOA TAPADA;2
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO JOSÉ DE PIRANHAS;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;SÃO MIGUEL DE TAIPU;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;TAVARES;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;TENÓRIO;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;TRIUNFO;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;UIRAÚNA;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;UMBUZEIRO;1
CASADO;19 anos;ENSINO FUNDAMENTAL INCOMPLETO;ÁGUA BRANCA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;ALAGOA GRANDE;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;ALHANDRA;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;ARARUNA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;AREIA;3
CASADO;19 anos;ENSINO MÉDIO COMPLETO;AROEIRAS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;BANANEIRAS;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;BARRA DE SANTA ROSA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;BAYEUX;3
CASADO;19 anos;ENSINO MÉDIO COMPLETO;BELÉM;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;BELÉM DO BREJO DO CRUZ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;BERNARDINO BATISTA;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;BONITO DE SANTA FÉ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;BORBOREMA;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CAAPORÃ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CABEDELO;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CACIMBAS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CAIÇARA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CAJAZEIRAS;4
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CAJAZEIRINHAS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CAMPINA GRANDE;10
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CASSERENGUE;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CATINGUEIRA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CONCEIÇÃO;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CONDE;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;COREMAS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CRUZ DO ESPÍRITO SANTO;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CUITÉ;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;CURRAL VELHO;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;DONA INÊS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;DUAS ESTRADAS;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;GUARABIRA;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;IGARACY;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;ITAPORANGA;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;ITAPOROROCA;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;ITATUBA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;JERICÓ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;JOÃO PESSOA;10
CASADO;19 anos;ENSINO MÉDIO COMPLETO;LAGOA SECA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;LOGRADOURO;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;MAMANGUAPE;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;MANAÍRA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;MARI;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;OLHO D'ÁGUA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PATOS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PEDRA BRANCA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PEDRAS DE FOGO;3
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PEDRO RÉGIS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PICUÍ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PIRPIRITUBA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PITIMBU;3
CASADO;19 anos;ENSINO MÉDIO COMPLETO;POCINHOS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PRATA;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;PUXINANÃ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SANTA LUZIA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SANTA RITA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SANTANA DE MANGUEIRA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SANTANA DOS GARROTES;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SAPÉ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SERRA DA RAIZ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SERRA GRANDE;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SOBRADO;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SOSSÊGO;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SOUSA;3
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SÃO JOSÉ DE CAIANA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SÃO JOSÉ DO BONFIM;2
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SÃO JOSÉ DO SABUGI;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SÃO JOSÉ DOS CORDEIROS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;SÃO JOSÉ DOS RAMOS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;TACIMA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;TAVARES;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;TRIUNFO;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;UIRAÚNA;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;VIEIRÓPOLIS;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;ZABELÊ;1
CASADO;19 anos;ENSINO MÉDIO COMPLETO;ÁGUA BRANCA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;ALAGOA NOVA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;ALAGOINHA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;ARARA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;ARAÇAGI;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;AREIA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;AROEIRAS;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;BANANEIRAS;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;BAYEUX;8
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;BERNARDINO BATISTA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;BOA VENTURA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;BOM SUCESSO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;BONITO DE SANTA FÉ;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;BOQUEIRÃO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CAAPORÃ;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CABEDELO;5
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CACHOEIRA DOS ÍNDIOS;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CAJAZEIRAS;5
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CALDAS BRANDÃO;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CAMPINA GRANDE;17
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CAPIM;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CATOLÉ DO ROCHA;3
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CATURITÉ;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CONCEIÇÃO;3
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CONDE;4
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CONGO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;COREMAS;3
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CRUZ DO ESPÍRITO SANTO;3
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CUBATI;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;CUITÉ;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;DIAMANTE;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;DONA INÊS;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;ESPERANÇA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;FAGUNDES;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;GADO BRAVO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;GUARABIRA;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;GURINHÉM;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;IBIARA;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;IGARACY;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;IMACULADA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;ITABAIANA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;ITAPORANGA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;JACARAÚ;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;JOÃO PESSOA;22
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;JUAREZ TÁVORA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;JUAZEIRINHO;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;JUNCO DO SERIDÓ;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;JURU;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;LAGOA SECA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;LASTRO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;LUCENA;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;MAMANGUAPE;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;MANAÍRA;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;MATINHAS;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;MATO GROSSO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;MONTE HOREBE;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;MONTEIRO;4
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;MULUNGU;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;NATUBA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;NAZAREZINHO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;NOVA FLORESTA;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;NOVA OLINDA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;OLHO D'ÁGUA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PARARI;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PATOS;5
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PEDRA BRANCA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PEDRAS DE FOGO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PIANCÓ;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PICUÍ;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PILAR;3
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PITIMBU;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;POÇO DANTAS;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PRINCESA ISABEL;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;PUXINANÃ;3
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;QUEIMADAS;3
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;REMÍGIO;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;RIACHO DOS CAVALOS;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;RIACHÃO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;RIACHÃO DO BACAMARTE;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;RIACHÃO DO POÇO;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;SANTA INÊS;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;SANTA RITA;5
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;SANTA TERESINHA;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;SANTANA DOS GARROTES;2
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;SAPÉ;4
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;SERRA BRANCA;1
CASADO;19 anos;ENSINO MÉDIO INCOMPLETO;SOLÂNEA;5
